 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,Median,%Area,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,MinThr,MaxThr
138,Goldenapple,3040,255,0,255,255,255,52.641,49.760,52.641,49.760,400,0,99,100,100,65.996,58.650,90.491,0.239,141.421,255,30.400,1,0,0,135,100,1.125,0.889,1.000,255,255
139,Goldenapple,3002,255,0,255,255,255,52.798,49.888,52.798,49.888,400,0,99,100,100,65.702,58.176,90.082,0.236,141.421,255,30.020,1,0,0,135,100,1.129,0.885,1.000,255,255
140,Goldenapple,3103,255,0,255,255,255,50.984,49.757,50.984,49.757,400,0,99,100,100,66.437,59.468,89.410,0.244,141.421,255,31.030,1,0,0,135,100,1.117,0.895,1.000,255,255
141,Goldenapple,3107,255,0,255,255,255,51.509,49.783,51.509,49.783,400,0,99,100,100,66.485,59.502,89.105,0.244,141.421,255,31.070,1,0,0,135,100,1.117,0.895,1.000,255,255
142,Goldenapple,2961,255,0,255,255,255,51.563,49.823,51.563,49.823,400,0,99,100,100,65.232,57.795,88.782,0.233,141.421,255,29.610,1,0,0,135,100,1.129,0.886,1.000,255,255
143,Goldenapple,2962,255,0,255,255,255,51.872,49.784,51.872,49.784,400,0,99,100,100,65.284,57.768,88.138,0.233,141.421,255,29.620,1,0,0,135,100,1.130,0.885,1.000,255,255
144,Goldenapple,3046,255,0,255,255,255,51.603,50.184,51.603,50.184,400,0,99,100,100,65.938,58.817,89.068,0.239,141.421,255,30.460,1,0,0,135,100,1.121,0.892,1.000,255,255
145,Goldenapple,3055,255,0,255,255,255,51.647,50.156,51.647,50.156,400,0,99,100,100,65.959,58.972,89.081,0.240,141.421,255,30.550,1,0,0,135,100,1.118,0.894,1.000,255,255
146,Goldenapple,2969,255,0,255,255,255,52.108,49.857,52.108,49.857,400,0,99,100,100,65.392,57.809,88.626,0.233,141.421,255,29.690,1,0,0,135,100,1.131,0.884,1.000,255,255
147,Goldenapple,2909,255,0,255,255,255,52.907,49.795,52.907,49.795,400,0,99,100,100,64.900,57.071,87.998,0.228,141.421,255,29.090,1,0,0,135,100,1.137,0.879,1.000,255,255
148,Goldenapple,2897,255,0,255,255,255,53.020,49.831,53.020,49.831,400,0,99,100,100,64.786,56.935,88.121,0.228,141.421,255,28.970,1,0,0,135,100,1.138,0.879,1.000,255,255
149,Goldenapple,3036,255,0,255,255,255,51.758,50.103,51.758,50.103,400,0,99,100,100,65.887,58.670,88.183,0.238,141.421,255,30.360,1,0,0,135,100,1.123,0.890,1.000,255,255
150,Goldenapple,2914,255,0,255,255,255,53.153,49.842,53.153,49.842,400,0,99,100,100,64.955,57.120,87.867,0.229,141.421,255,29.140,1,0,0,135,100,1.137,0.879,1.000,255,255
151,Goldenapple,2804,255,0,255,255,255,52.850,49.851,52.850,49.851,400,0,99,100,100,63.858,55.908,88.205,0.220,141.421,255,28.040,1,0,0,135,100,1.142,0.876,1.000,255,255
152,Goldenapple,2835,255,0,255,255,255,52.533,50.142,52.533,50.142,400,0,99,100,100,64.074,56.335,87.259,0.223,141.421,255,28.350,1,0,0,135,100,1.137,0.879,1.000,255,255
153,Goldenapple,2838,255,0,255,255,255,52.521,50.091,52.521,50.091,400,0,99,100,100,64.143,56.334,87.260,0.223,141.421,255,28.380,1,0,0,135,100,1.139,0.878,1.000,255,255
154,Goldenapple,2808,255,0,255,255,255,52.900,50.413,52.900,50.413,400,0,99,100,100,63.834,56.009,87.384,0.221,141.421,255,28.080,1,0,0,135,100,1.140,0.877,1.000,255,255
155,Goldenapple,2847,255,0,255,255,255,52.340,50.035,52.340,50.035,400,0,99,100,100,64.309,56.367,87.099,0.224,141.421,255,28.470,1,0,0,135,100,1.141,0.877,1.000,255,255
156,Goldenapple,2837,255,0,255,255,255,53.069,50.052,53.069,50.052,400,0,99,100,100,64.259,56.213,87.511,0.223,141.421,255,28.370,1,0,0,135,100,1.143,0.875,1.000,255,255
157,Goldenapple,2906,255,0,255,255,255,52.849,50.071,52.849,50.071,400,0,99,100,100,64.912,57.001,87.372,0.228,141.421,255,29.060,1,0,0,135,100,1.139,0.878,1.000,255,255
158,Goldenapple,2866,255,0,255,255,255,52.472,50.445,52.472,50.445,400,0,99,100,100,64.594,56.493,86.963,0.225,141.421,255,28.660,1,0,0,135,100,1.143,0.875,1.000,255,255
159,Goldenapple,2864,255,0,255,255,255,52.387,50.601,52.387,50.601,400,0,99,100,100,64.524,56.514,86.560,0.225,141.421,255,28.640,1,0,0,135,100,1.142,0.876,1.000,255,255
160,Goldenapple,2911,255,0,255,255,255,52.660,50.038,52.660,50.038,400,0,99,100,100,65.119,56.918,86.247,0.229,141.421,255,29.110,1,0,0,135,100,1.144,0.874,1.000,255,255
161,Goldenapple,2856,255,0,255,255,255,52.448,50.491,52.448,50.491,400,0,99,100,100,64.516,56.364,86.513,0.224,141.421,255,28.560,1,0,0,135,100,1.145,0.874,1.000,255,255
162,Goldenapple,2886,255,0,255,255,255,52.708,50.120,52.708,50.120,400,0,99,100,100,64.828,56.681,85.657,0.227,141.421,255,28.860,1,0,0,135,100,1.144,0.874,1.000,255,255
163,Goldenapple,3024,255,0,255,255,255,51.241,49.975,51.241,49.975,400,0,99,100,100,65.915,58.413,86.025,0.238,141.421,255,30.240,1,0,0,135,100,1.128,0.886,1.000,255,255
164,Goldenapple,2860,255,0,255,255,255,52.321,50.476,52.321,50.476,400,0,99,100,100,64.562,56.402,86.160,0.225,141.421,255,28.600,1,0,0,135,100,1.145,0.874,1.000,255,255
165,Goldenapple,2896,255,0,255,255,255,52.801,50.156,52.801,50.156,400,0,99,100,100,64.970,56.754,85.803,0.227,141.421,255,28.960,1,0,0,135,100,1.145,0.874,1.000,255,255
166,Goldenapple,2910,255,0,255,255,255,52.885,50.155,52.885,50.155,400,0,99,100,100,65.064,56.946,85.281,0.229,141.421,255,29.100,1,0,0,135,100,1.143,0.875,1.000,255,255
167,Goldenapple,2897,255,0,255,255,255,52.027,50.350,52.027,50.350,400,0,99,100,100,64.931,56.808,85.054,0.228,141.421,255,28.970,1,0,0,135,100,1.143,0.875,1.000,255,255
168,Goldenapple,2903,255,0,255,255,255,51.725,50.029,51.725,50.029,400,0,99,100,100,64.905,56.948,85.100,0.228,141.421,255,29.030,1,0,0,135,100,1.140,0.877,1.000,255,255
169,Goldenapple,3079,255,0,255,255,255,52.694,50.143,52.694,50.143,400,0,99,100,100,66.524,58.931,84.783,0.242,141.421,255,30.790,1,0,0,135,100,1.129,0.886,1.000,255,255
170,Goldenapple,2918,255,0,255,255,255,52.032,50.223,52.032,50.223,400,0,99,100,100,65.049,57.116,84.375,0.229,141.421,255,29.180,1,0,0,135,100,1.139,0.878,1.000,255,255
171,Goldenapple,2899,255,0,255,255,255,52.218,49.861,52.218,49.861,400,0,99,100,100,64.917,56.859,84.354,0.228,141.421,255,28.990,1,0,0,135,100,1.142,0.876,1.000,255,255
172,Goldenapple,2942,255,0,255,255,255,52.404,50.153,52.404,50.153,400,0,99,100,100,65.277,57.384,84.410,0.231,141.421,255,29.420,1,0,0,135,100,1.138,0.879,1.000,255,255
173,Goldenapple,2884,255,0,255,255,255,51.753,50.064,51.753,50.064,400,0,99,100,100,64.787,56.678,84.696,0.227,141.421,255,28.840,1,0,0,135,100,1.143,0.875,1.000,255,255
174,Goldenapple,2946,255,0,255,255,255,51.514,50.113,51.514,50.113,400,0,99,100,100,65.278,57.462,84.143,0.231,141.421,255,29.460,1,0,0,135,100,1.136,0.880,1.000,255,255
175,Goldenapple,2895,255,0,255,255,255,51.353,50.663,51.353,50.663,400,0,99,100,100,64.762,56.916,83.761,0.227,141.421,255,28.950,1,0,0,135,100,1.138,0.879,1.000,255,255
176,Goldenapple,2843,255,0,255,255,255,52.081,50.646,52.081,50.646,400,0,99,100,100,64.264,56.327,83.787,0.223,141.421,255,28.430,1,0,0,135,100,1.141,0.877,1.000,255,255
177,Goldenapple,2942,255,0,255,255,255,52.190,50.099,52.190,50.099,400,0,99,100,100,65.115,57.527,83.614,0.231,141.421,255,29.420,1,0,0,135,100,1.132,0.883,1.000,255,255
178,Goldenapple,2949,255,0,255,255,255,52.052,50.622,52.052,50.622,400,0,99,100,100,65.198,57.590,83.560,0.232,141.421,255,29.490,1,0,0,135,100,1.132,0.883,1.000,255,255
179,Goldenapple,2925,255,0,255,255,255,51.989,50.268,51.989,50.268,400,0,99,100,100,64.958,57.332,83.455,0.230,141.421,255,29.250,1,0,0,135,100,1.133,0.883,1.000,255,255
180,Goldenapple,3009,255,0,255,255,255,51.578,50.306,51.578,50.306,400,0,99,100,100,65.679,58.332,82.924,0.236,141.421,255,30.090,1,0,0,135,100,1.126,0.888,1.000,255,255
181,Goldenapple,3025,255,0,255,255,255,51.728,50.584,51.728,50.584,400,0,99,100,100,65.872,58.470,83.338,0.238,141.421,255,30.250,1,0,0,135,100,1.127,0.888,1.000,255,255
182,Goldenapple,2992,255,0,255,255,255,51.699,50.570,51.699,50.570,400,0,99,100,100,65.659,58.020,82.809,0.235,141.421,255,29.920,1,0,0,135,100,1.132,0.884,1.000,255,255
183,Goldenapple,2943,255,0,255,255,255,52.874,50.392,52.874,50.392,400,0,99,100,100,65.064,57.592,83.438,0.231,141.421,255,29.430,1,0,0,135,100,1.130,0.885,1.000,255,255
184,Goldenapple,2913,255,0,255,255,255,52.295,50.592,52.295,50.592,400,0,99,100,100,64.632,57.386,82.905,0.229,141.421,255,29.130,1,0,0,135,100,1.126,0.888,1.000,255,255
185,Goldenapple,2958,255,0,255,255,255,51.594,50.846,51.594,50.846,400,0,99,100,100,65.025,57.920,82.382,0.232,141.421,255,29.580,1,0,0,135,100,1.123,0.891,1.000,255,255
186,Goldenapple,3021,255,0,255,255,255,51.947,50.354,51.947,50.354,400,0,99,100,100,65.649,58.591,82.160,0.237,141.421,255,30.210,1,0,0,135,100,1.120,0.892,1.000,255,255
187,Goldenapple,2957,255,0,255,255,255,51.636,50.635,51.636,50.635,400,0,99,100,100,64.971,57.949,82.041,0.232,141.421,255,29.570,1,0,0,135,100,1.121,0.892,1.000,255,255
188,Goldenapple,2991,255,0,255,255,255,51.802,50.743,51.802,50.743,400,0,99,100,100,65.251,58.363,81.579,0.235,141.421,255,29.910,1,0,0,135,100,1.118,0.894,1.000,255,255
189,Goldenapple,2996,255,0,255,255,255,51.949,50.695,51.949,50.695,400,0,99,100,100,65.276,58.438,81.419,0.235,141.421,255,29.960,1,0,0,135,100,1.117,0.895,1.000,255,255
190,Goldenapple,3014,255,0,255,255,255,50.979,50.891,50.979,50.891,400,0,99,100,100,65.381,58.695,80.890,0.237,141.421,255,30.140,1,0,0,135,100,1.114,0.898,1.000,255,255
191,Goldenapple,2947,255,0,255,255,255,51.732,51.030,51.732,51.030,400,0,99,100,100,64.859,57.852,81.005,0.231,141.421,255,29.470,1,0,0,135,100,1.121,0.892,1.000,255,255
192,Goldenapple,2928,255,0,255,255,255,51.977,51.100,51.977,51.100,400,0,99,100,100,64.618,57.694,81.825,0.230,141.421,255,29.280,1,0,0,135,100,1.120,0.893,1.000,255,255
193,Goldenapple,3012,255,0,255,255,255,51.337,50.963,51.337,50.963,400,0,99,100,100,65.466,58.580,82.244,0.237,141.421,255,30.120,1,0,0,135,100,1.118,0.895,1.000,255,255
194,Goldenapple,2900,255,0,255,255,255,51.754,50.937,51.754,50.937,400,0,99,100,100,64.331,57.396,82.084,0.228,141.421,255,29.000,1,0,0,135,100,1.121,0.892,1.000,255,255
195,Goldenapple,2945,255,0,255,255,255,51.431,50.760,51.431,50.760,400,0,99,100,100,64.789,57.875,81.878,0.231,141.421,255,29.450,1,0,0,135,100,1.119,0.893,1.000,255,255
196,Goldenapple,2943,255,0,255,255,255,51.420,50.692,51.420,50.692,400,0,99,100,100,64.747,57.874,82.217,0.231,141.421,255,29.430,1,0,0,135,100,1.119,0.894,1.000,255,255
197,Goldenapple,2939,255,0,255,255,255,51.568,50.609,51.568,50.609,400,0,99,100,100,64.864,57.691,83.025,0.231,141.421,255,29.390,1,0,0,135,100,1.124,0.889,1.000,255,255
198,Goldenapple,3023,255,0,255,255,255,50.960,50.632,50.960,50.632,400,0,99,100,100,65.662,58.618,82.628,0.237,141.421,255,30.230,1,0,0,135,100,1.120,0.893,1.000,255,255
199,Goldenapple,3003,255,0,255,255,255,51.162,50.700,51.162,50.700,400,0,99,100,100,65.423,58.443,83.907,0.236,141.421,255,30.030,1,0,0,135,100,1.119,0.893,1.000,255,255
200,Goldenapple,3111,255,0,255,255,255,51.132,51.020,51.132,51.020,400,0,99,100,100,66.395,59.659,83.510,0.244,141.421,255,31.110,1,0,0,135,100,1.113,0.899,1.000,255,255
201,Goldenapple,3088,255,0,255,255,255,50.867,50.795,50.867,50.795,400,0,99,100,100,66.279,59.322,83.584,0.243,141.421,255,30.880,1,0,0,135,100,1.117,0.895,1.000,255,255
202,Goldenapple,2983,255,0,255,255,255,51.704,50.701,51.704,50.701,400,0,99,100,100,65.401,58.073,83.840,0.234,141.421,255,29.830,1,0,0,135,100,1.126,0.888,1.000,255,255
203,Goldenapple,2983,255,0,255,255,255,51.704,50.701,51.704,50.701,400,0,99,100,100,65.401,58.073,83.840,0.234,141.421,255,29.830,1,0,0,135,100,1.126,0.888,1.000,255,255
204,Goldenapple,2973,255,0,255,255,255,51.773,50.687,51.773,50.687,400,0,99,100,100,65.277,57.989,84.576,0.233,141.421,255,29.730,1,0,0,135,100,1.126,0.888,1.000,255,255
205,Goldenapple,3009,255,0,255,255,255,51.151,50.911,51.151,50.911,400,0,99,100,100,65.603,58.400,83.512,0.236,141.421,255,30.090,1,0,0,135,100,1.123,0.890,1.000,255,255
206,Goldenapple,3008,255,0,255,255,255,51.380,51.061,51.380,51.061,400,0,99,100,100,65.577,58.403,84.157,0.236,141.421,255,30.080,1,0,0,135,100,1.123,0.891,1.000,255,255
207,Goldenapple,3038,255,0,255,255,255,51.680,50.505,51.680,50.505,400,0,99,100,100,65.902,58.695,83.339,0.239,141.421,255,30.380,1,0,0,135,100,1.123,0.891,1.000,255,255
208,Goldenapple,2981,255,0,255,255,255,51.138,50.979,51.138,50.979,400,0,99,100,100,65.342,58.087,84.665,0.234,141.421,255,29.810,1,0,0,135,100,1.125,0.889,1.000,255,255
209,Goldenapple,3114,255,0,255,255,255,51.454,50.899,51.454,50.899,400,0,99,100,100,66.648,59.490,85.107,0.245,141.421,255,31.140,1,0,0,135,100,1.120,0.893,1.000,255,255
210,Goldenapple,3078,255,0,255,255,255,50.183,50.981,50.183,50.981,400,0,99,100,100,66.382,59.037,83.776,0.242,141.421,255,30.780,1,0,0,135,100,1.124,0.889,1.000,255,255
211,Goldenapple,3104,255,0,255,255,255,49.588,50.500,49.588,50.500,400,0,99,100,100,66.446,59.479,83.577,0.244,141.421,255,31.040,1,0,0,135,100,1.117,0.895,1.000,255,255
212,Goldenapple,2918,255,0,255,255,255,50.819,50.534,50.819,50.534,400,0,99,100,100,64.761,57.370,83.962,0.229,141.421,255,29.180,1,0,0,135,100,1.129,0.886,1.000,255,255
213,Goldenapple,2880,255,0,255,255,255,51.628,50.913,51.628,50.913,400,0,99,100,100,64.327,57.005,84.231,0.226,141.421,255,28.800,1,0,0,135,100,1.128,0.886,1.000,255,255
214,Goldenapple,2967,255,0,255,255,255,51.264,50.470,51.264,50.470,400,0,99,100,100,65.121,58.010,83.969,0.233,141.421,255,29.670,1,0,0,135,100,1.123,0.891,1.000,255,255
215,Goldenapple,2894,255,0,255,255,255,50.912,50.620,50.912,50.620,400,0,99,100,100,64.493,57.134,83.303,0.227,141.421,255,28.940,1,0,0,135,100,1.129,0.886,1.000,255,255
216,Goldenapple,2933,255,0,255,255,255,50.105,51.197,50.105,51.197,400,0,99,100,100,64.682,57.735,83.981,0.230,141.421,255,29.330,1,0,0,135,100,1.120,0.893,1.000,255,255
217,Goldenapple,2837,255,0,255,255,255,50.514,50.784,50.514,50.784,400,0,99,100,100,63.895,56.533,83.958,0.223,141.421,255,28.370,1,0,0,135,100,1.130,0.885,1.000,255,255
218,Goldenapple,2920,255,0,255,255,255,50.132,50.553,50.132,50.553,400,0,99,100,100,64.582,57.568,83.538,0.229,141.421,255,29.200,1,0,0,135,100,1.122,0.891,1.000,255,255
219,Goldenapple,2857,255,0,255,255,255,50.904,50.816,50.904,50.816,400,0,99,100,100,63.973,56.863,83.676,0.224,141.421,255,28.570,1,0,0,135,100,1.125,0.889,1.000,255,255
220,Goldenapple,2834,255,0,255,255,255,49.877,50.692,49.877,50.692,400,0,99,100,100,63.682,56.662,83.865,0.223,141.421,255,28.340,1,0,0,135,100,1.124,0.890,1.000,255,255
221,Goldenapple,2921,255,0,255,255,255,49.185,50.703,49.185,50.703,400,0,99,100,100,64.449,57.707,82.931,0.229,141.421,255,29.210,1,0,0,135,100,1.117,0.895,1.000,255,255
222,Goldenapple,2887,255,0,255,255,255,50.332,50.941,50.332,50.941,400,0,99,100,100,64.179,57.274,83.839,0.227,141.421,255,28.870,1,0,0,135,100,1.121,0.892,1.000,255,255
223,Goldenapple,2809,255,0,255,255,255,50.760,50.638,50.760,50.638,400,0,99,100,100,63.490,56.332,84.295,0.221,141.421,255,28.090,1,0,0,135,100,1.127,0.887,1.000,255,255
224,Goldenapple,2797,255,0,255,255,255,50.442,50.385,50.442,50.385,400,0,99,100,100,63.219,56.332,85.050,0.220,141.421,255,27.970,1,0,0,135,100,1.122,0.891,1.000,255,255
225,Goldenapple,2815,255,0,255,255,255,51.861,50.556,51.861,50.556,400,0,99,100,100,63.467,56.473,84.838,0.221,141.421,255,28.150,1,0,0,135,100,1.124,0.890,1.000,255,255
226,Goldenapple,2905,255,0,255,255,255,50.129,50.655,50.129,50.655,400,0,99,100,100,64.244,57.573,84.074,0.228,141.421,255,29.050,1,0,0,135,100,1.116,0.896,1.000,255,255
227,Goldenapple,2855,255,0,255,255,255,51.292,49.540,51.292,49.540,400,0,99,100,100,63.863,56.920,84.412,0.224,141.421,255,28.550,1,0,0,135,100,1.122,0.891,1.000,255,255
228,Goldenapple,2865,255,0,255,255,255,51.184,49.961,51.184,49.961,400,0,99,100,100,63.951,57.041,84.320,0.225,141.421,255,28.650,1,0,0,135,100,1.121,0.892,1.000,255,255
229,Goldenapple,2886,255,0,255,255,255,50.581,50.191,50.581,50.191,400,0,99,100,100,64.053,57.368,83.696,0.227,141.421,255,28.860,1,0,0,135,100,1.117,0.896,1.000,255,255
230,Goldenapple,2885,255,0,255,255,255,50.564,50.198,50.564,50.198,400,0,99,100,100,64.170,57.243,84.477,0.227,141.421,255,28.850,1,0,0,135,100,1.121,0.892,1.000,255,255
231,Goldenapple,2912,255,0,255,255,255,51.654,50.145,51.654,50.145,400,0,99,100,100,64.436,57.540,84.866,0.229,141.421,255,29.120,1,0,0,135,100,1.120,0.893,1.000,255,255
232,Goldenapple,2881,255,0,255,255,255,51.121,50.432,51.121,50.432,400,0,99,100,100,64.195,57.142,84.124,0.226,141.421,255,28.810,1,0,0,135,100,1.123,0.890,1.000,255,255
233,Goldenapple,2893,255,0,255,255,255,51.040,50.526,51.040,50.526,400,0,99,100,100,64.330,57.259,84.305,0.227,141.421,255,28.930,1,0,0,135,100,1.123,0.890,1.000,255,255
234,Goldenapple,2949,255,0,255,255,255,51.674,50.257,51.674,50.257,400,0,99,100,100,64.838,57.910,84.409,0.232,141.421,255,29.490,1,0,0,135,100,1.120,0.893,1.000,255,255
235,Goldenapple,2948,255,0,255,255,255,51.665,50.150,51.665,50.150,400,0,99,100,100,64.692,58.021,84.825,0.232,141.421,255,29.480,1,0,0,135,100,1.115,0.897,1.000,255,255
236,Goldenapple,2387,255,0,255,255,255,49.425,51.445,49.425,51.445,400,0,99,100,100,56.477,53.814,172.913,0.187,141.421,255,23.870,1,0,0,135,100,1.049,0.953,1.000,255,255
237,Goldenapple,2387,255,0,255,255,255,49.278,51.502,49.278,51.502,400,0,99,100,100,56.411,53.876,172.638,0.187,141.421,255,23.870,1,0,0,135,100,1.047,0.955,1.000,255,255
238,Goldenapple,2364,255,0,255,255,255,49.180,51.502,49.180,51.502,400,0,99,100,100,56.079,53.673,172.589,0.186,141.421,255,23.640,1,0,0,135,100,1.045,0.957,1.000,255,255
239,Goldenapple,2337,255,0,255,255,255,50.637,51.290,50.637,51.290,400,0,99,100,100,55.653,53.466,172.123,0.184,141.421,255,23.370,1,0,0,135,100,1.041,0.961,1.000,255,255
240,Goldenapple,2327,255,0,255,255,255,50.551,51.440,50.551,51.440,400,0,99,100,100,55.594,53.294,173.180,0.183,141.421,255,23.270,1,0,0,135,100,1.043,0.959,1.000,255,255
241,Goldenapple,2323,255,0,255,255,255,50.392,51.280,50.392,51.280,400,0,99,100,100,55.502,53.290,174.352,0.182,141.421,255,23.230,1,0,0,135,100,1.042,0.960,1.000,255,255
242,Goldenapple,2300,255,0,255,255,255,50.361,51.275,50.361,51.275,400,0,99,100,100,55.082,53.166,173.506,0.181,141.421,255,23.000,1,0,0,135,100,1.036,0.965,1.000,255,255
243,Goldenapple,2291,255,0,255,255,255,50.133,51.253,50.133,51.253,400,0,99,100,100,54.970,53.065,177.945,0.180,141.421,255,22.910,1,0,0,135,100,1.036,0.965,1.000,255,255
244,Goldenapple,2266,255,0,255,255,255,50.357,51.573,50.357,51.573,400,0,99,100,100,54.484,52.955,175.729,0.178,141.421,255,22.660,1,0,0,135,100,1.029,0.972,1.000,255,255
245,Goldenapple,2253,255,0,255,255,255,53.560,51.605,53.560,51.605,400,0,99,100,100,54.274,52.854,168.915,0.177,141.421,255,22.530,1,0,0,135,100,1.027,0.974,1.000,255,255
246,Goldenapple,2259,255,0,255,255,255,53.424,51.547,53.424,51.547,400,0,99,100,100,54.464,52.810,170.086,0.177,141.421,255,22.590,1,0,0,135,100,1.031,0.970,1.000,255,255
247,Goldenapple,2259,255,0,255,255,255,49.948,51.378,49.948,51.378,400,0,99,100,100,54.467,52.807,179.323,0.177,141.421,255,22.590,1,0,0,135,100,1.031,0.970,1.000,255,255
248,Goldenapple,2250,255,0,255,255,255,49.913,51.401,49.913,51.401,400,0,99,100,100,54.302,52.756,0.741,0.177,141.421,255,22.500,1,0,0,135,100,1.029,0.972,1.000,255,255
249,Goldenapple,2245,255,0,255,255,255,49.597,51.378,49.597,51.378,400,0,99,100,100,54.312,52.630,0.715,0.176,141.421,255,22.450,1,0,0,135,100,1.032,0.969,1.000,255,255
250,Goldenapple,2247,255,0,255,255,255,49.518,51.251,49.518,51.251,400,0,99,100,100,54.310,52.678,2.244,0.176,141.421,255,22.470,1,0,0,135,100,1.031,0.970,1.000,255,255
251,Goldenapple,2236,255,0,255,255,255,49.502,51.444,49.502,51.444,400,0,99,100,100,54.259,52.470,176.972,0.176,141.421,255,22.360,1,0,0,135,100,1.034,0.967,1.000,255,255
252,Goldenapple,2216,255,0,255,255,255,49.406,51.471,49.406,51.471,400,0,99,100,100,54.010,52.240,177.353,0.174,141.421,255,22.160,1,0,0,135,100,1.034,0.967,1.000,255,255
253,Goldenapple,2202,255,0,255,255,255,53.125,51.392,53.125,51.392,400,0,99,100,100,53.760,52.152,168.811,0.173,141.421,255,22.020,1,0,0,135,100,1.031,0.970,1.000,255,255
254,Goldenapple,2217,255,0,255,255,255,49.270,51.102,49.270,51.102,400,0,99,100,100,54.080,52.196,177.620,0.174,141.421,255,22.170,1,0,0,135,100,1.036,0.965,1.000,255,255
255,Goldenapple,2215,255,0,255,255,255,49.497,51.146,49.497,51.146,400,0,99,100,100,53.917,52.307,178.831,0.174,141.421,255,22.150,1,0,0,135,100,1.031,0.970,1.000,255,255
256,Goldenapple,2231,255,0,255,255,255,49.288,50.830,49.288,50.830,400,0,99,100,100,54.170,52.438,176.032,0.175,141.421,255,22.310,1,0,0,135,100,1.033,0.968,1.000,255,255
257,Goldenapple,2218,255,0,255,255,255,49.387,50.968,49.387,50.968,400,0,99,100,100,54.086,52.214,174.940,0.174,141.421,255,22.180,1,0,0,135,100,1.036,0.965,1.000,255,255
258,Goldenapple,2227,255,0,255,255,255,49.296,50.743,49.296,50.743,400,0,99,100,100,54.168,52.347,176.361,0.175,141.421,255,22.270,1,0,0,135,100,1.035,0.966,1.000,255,255
259,Goldenapple,2225,255,0,255,255,255,49.193,50.730,49.193,50.730,400,0,99,100,100,54.190,52.278,175.833,0.175,141.421,255,22.250,1,0,0,135,100,1.037,0.965,1.000,255,255
260,Goldenapple,2212,255,0,255,255,255,49.105,50.868,49.105,50.868,400,0,99,100,100,54.136,52.024,176.505,0.174,141.421,255,22.120,1,0,0,135,100,1.041,0.961,1.000,255,255
261,Goldenapple,2465,255,0,255,255,255,56.081,48.255,56.081,48.255,400,0,99,100,100,57.859,54.244,171.773,0.194,141.421,255,24.650,1,0,0,135,100,1.067,0.938,1.000,255,255
262,Goldenapple,2458,255,0,255,255,255,56.286,48.230,56.286,48.230,400,0,99,100,100,57.720,54.221,171.652,0.193,141.421,255,24.580,1,0,0,135,100,1.065,0.939,1.000,255,255
263,Goldenapple,2437,255,0,255,255,255,56.621,48.112,56.621,48.112,400,0,99,100,100,57.269,54.181,172.022,0.191,141.421,255,24.370,1,0,0,135,100,1.057,0.946,1.000,255,255
264,Goldenapple,2422,255,0,255,255,255,57.026,48.297,57.026,48.297,400,0,99,100,100,56.940,54.158,170.669,0.190,141.421,255,24.220,1,0,0,135,100,1.051,0.951,1.000,255,255
265,Goldenapple,2394,255,0,255,255,255,57.272,48.152,57.272,48.152,400,0,99,100,100,56.484,53.965,170.941,0.188,141.421,255,23.940,1,0,0,135,100,1.047,0.955,1.000,255,255
266,Goldenapple,2382,255,0,255,255,255,57.558,48.389,57.558,48.389,400,0,99,100,100,56.197,53.968,169.465,0.187,141.421,255,23.820,1,0,0,135,100,1.041,0.960,1.000,255,255
267,Goldenapple,2368,255,0,255,255,255,57.856,48.484,57.856,48.484,400,0,99,100,100,55.868,53.967,170.020,0.186,141.421,255,23.680,1,0,0,135,100,1.035,0.966,1.000,255,255
268,Goldenapple,2359,255,0,255,255,255,57.853,48.537,57.853,48.537,400,0,99,100,100,55.786,53.841,172.509,0.185,141.421,255,23.590,1,0,0,135,100,1.036,0.965,1.000,255,255
269,Goldenapple,2342,255,0,255,255,255,54.674,48.549,54.674,48.549,400,0,99,100,100,56.029,53.221,176.068,0.184,141.421,255,23.420,1,0,0,135,100,1.053,0.950,1.000,255,255
270,Goldenapple,2329,255,0,255,255,255,54.593,48.590,54.593,48.590,400,0,99,100,100,55.832,53.113,176.176,0.183,141.421,255,23.290,1,0,0,135,100,1.051,0.951,1.000,255,255
271,Goldenapple,2291,255,0,255,255,255,55.053,48.706,55.053,48.706,400,0,99,100,100,55.078,52.961,177.039,0.180,141.421,255,22.910,1,0,0,135,100,1.040,0.962,1.000,255,255
272,Goldenapple,2294,255,0,255,255,255,55.320,48.845,55.320,48.845,400,0,99,100,100,55.069,53.039,177.379,0.180,141.421,255,22.940,1,0,0,135,100,1.038,0.963,1.000,255,255
273,Goldenapple,2254,255,0,255,255,255,55.923,48.906,55.923,48.906,400,0,99,100,100,54.378,52.776,0.210,0.177,141.421,255,22.540,1,0,0,135,100,1.030,0.971,1.000,255,255
274,Goldenapple,2247,255,0,255,255,255,56.137,48.861,56.137,48.861,400,0,99,100,100,54.217,52.769,179.442,0.176,141.421,255,22.470,1,0,0,135,100,1.027,0.973,1.000,255,255
275,Goldenapple,2216,255,0,255,255,255,56.250,48.960,56.250,48.960,400,0,99,100,100,53.730,52.512,0.104,0.174,141.421,255,22.160,1,0,0,135,100,1.023,0.977,1.000,255,255
